Title,Description,Reference,Category,Applicability,Status,Verification,Author,Reviewer,Parent,Justification
RM-UI-0157 POST /p/<project_id>/requirements/inline/applicability shall return a JSON response,The system shall return a JSON response for successful POST /p/<project_id>/requirements/inline/applicability requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0157,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (create_applicability_inline)
RM-UI-0158 POST /p/<project_id>/requirements/inline/verification route shall exist,The system shall expose the POST /p/<project_id>/requirements/inline/verification route. Acceptance: authorized requests to /p/<project_id>/requirements/inline/verification using HTTP POST do not return HTTP 404.,RM-UI-0158,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (create_verification_inline)
RM-UI-0159 POST /p/<project_id>/requirements/inline/verification shall require project membership,The system shall restrict POST /p/<project_id>/requirements/inline/verification to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0159,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (create_verification_inline); src/auth/guards.rs (ProjectAccess)
RM-UI-0160 POST /p/<project_id>/requirements/inline/verification shall return a JSON response,The system shall return a JSON response for successful POST /p/<project_id>/requirements/inline/verification requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0160,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (create_verification_inline)
RM-UI-0161 GET /p/<project_id>/tests route shall exist,The system shall expose the GET /p/<project_id>/tests route. Acceptance: authorized requests to /p/<project_id>/tests using HTTP GET do not return HTTP 404.,RM-UI-0161,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (show_tests)
RM-UI-0162 GET /p/<project_id>/tests shall require project membership,The system shall restrict GET /p/<project_id>/tests to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0162,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (show_tests); src/auth/guards.rs (ProjectAccess)
RM-UI-0163 GET /p/<project_id>/tests shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/tests requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0163,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (show_tests)
RM-UI-0164 GET /p/<project_id>/tests/show/<test_id> route shall exist,The system shall expose the GET /p/<project_id>/tests/show/<test_id> route. Acceptance: authorized requests to /p/<project_id>/tests/show/<test_id> using HTTP GET do not return HTTP 404.,RM-UI-0164,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (show_test_id)
RM-UI-0165 GET /p/<project_id>/tests/show/<test_id> shall require project membership,The system shall restrict GET /p/<project_id>/tests/show/<test_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0165,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (show_test_id); src/auth/guards.rs (ProjectAccess)
RM-UI-0166 GET /p/<project_id>/tests/show/<test_id> shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/tests/show/<test_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0166,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (show_test_id)
RM-UI-0167 GET /p/<project_id>/tests/new route shall exist,The system shall expose the GET /p/<project_id>/tests/new route. Acceptance: authorized requests to /p/<project_id>/tests/new using HTTP GET do not return HTTP 404.,RM-UI-0167,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (new_test)
RM-UI-0168 GET /p/<project_id>/tests/new shall require project membership,The system shall restrict GET /p/<project_id>/tests/new to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0168,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (new_test); src/auth/guards.rs (ProjectAccess)
RM-UI-0169 GET /p/<project_id>/tests/new shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/tests/new requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0169,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (new_test)
RM-UI-0170 POST /p/<project_id>/tests/new route shall exist,The system shall expose the POST /p/<project_id>/tests/new route. Acceptance: authorized requests to /p/<project_id>/tests/new using HTTP POST do not return HTTP 404.,RM-UI-0170,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (post_test)
RM-UI-0171 POST /p/<project_id>/tests/new shall require project membership,The system shall restrict POST /p/<project_id>/tests/new to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0171,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (post_test); src/auth/guards.rs (ProjectAccess)
RM-UI-0172 POST /p/<project_id>/tests/new shall return a redirect response,The system shall return a redirect response for successful POST /p/<project_id>/tests/new requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0172,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (post_test)
RM-UI-0173 GET /p/<project_id>/tests/edit/<test_id> route shall exist,The system shall expose the GET /p/<project_id>/tests/edit/<test_id> route. Acceptance: authorized requests to /p/<project_id>/tests/edit/<test_id> using HTTP GET do not return HTTP 404.,RM-UI-0173,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (get_edit_test)
RM-UI-0174 GET /p/<project_id>/tests/edit/<test_id> shall require project membership,The system shall restrict GET /p/<project_id>/tests/edit/<test_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0174,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (get_edit_test); src/auth/guards.rs (ProjectAccess)
RM-UI-0175 GET /p/<project_id>/tests/edit/<test_id> shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/tests/edit/<test_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0175,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (get_edit_test)
RM-UI-0176 POST /p/<project_id>/tests/edit/<test_id> route shall exist,The system shall expose the POST /p/<project_id>/tests/edit/<test_id> route. Acceptance: authorized requests to /p/<project_id>/tests/edit/<test_id> using HTTP POST do not return HTTP 404.,RM-UI-0176,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (post_edit_test)
RM-UI-0177 POST /p/<project_id>/tests/edit/<test_id> shall require project membership,The system shall restrict POST /p/<project_id>/tests/edit/<test_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0177,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (post_edit_test); src/auth/guards.rs (ProjectAccess)
RM-UI-0178 POST /p/<project_id>/tests/edit/<test_id> shall return a redirect response,The system shall return a redirect response for successful POST /p/<project_id>/tests/edit/<test_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0178,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (post_edit_test)
RM-UI-0179 DELETE /p/<project_id>/tests/delete/<test_id> route shall exist,The system shall expose the DELETE /p/<project_id>/tests/delete/<test_id> route. Acceptance: authorized requests to /p/<project_id>/tests/delete/<test_id> using HTTP DELETE do not return HTTP 404.,RM-UI-0179,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (delete_test_route)
RM-UI-0180 DELETE /p/<project_id>/tests/delete/<test_id> shall require project membership,The system shall restrict DELETE /p/<project_id>/tests/delete/<test_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0180,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (delete_test_route); src/auth/guards.rs (ProjectAccess)
RM-UI-0181 DELETE /p/<project_id>/tests/delete/<test_id> shall return an HTTP status response,The system shall return an HTTP status response for successful DELETE /p/<project_id>/tests/delete/<test_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0181,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (delete_test_route)
RM-UI-0182 GET /p/<project_id>/requirements.xls route shall exist,The system shall expose the GET /p/<project_id>/requirements.xls route. Acceptance: authorized requests to /p/<project_id>/requirements.xls using HTTP GET do not return HTTP 404.,RM-UI-0182,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (get_requirements_xls)
RM-UI-0183 GET /p/<project_id>/requirements.xls shall require project membership,The system shall restrict GET /p/<project_id>/requirements.xls to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0183,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (get_requirements_xls); src/auth/guards.rs (ProjectAccess)
RM-UI-0184 GET /p/<project_id>/requirements.xls shall return an Excel (.xls) file download,The system shall return an Excel (.xls) file download for successful GET /p/<project_id>/requirements.xls requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0184,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (get_requirements_xls)
RM-UI-0185 GET /p/<project_id>/tests.xls route shall exist,The system shall expose the GET /p/<project_id>/tests.xls route. Acceptance: authorized requests to /p/<project_id>/tests.xls using HTTP GET do not return HTTP 404.,RM-UI-0185,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (get_tests_xls)
RM-UI-0186 GET /p/<project_id>/tests.xls shall require project membership,The system shall restrict GET /p/<project_id>/tests.xls to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0186,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (get_tests_xls); src/auth/guards.rs (ProjectAccess)
RM-UI-0187 GET /p/<project_id>/tests.xls shall return an Excel (.xls) file download,The system shall return an Excel (.xls) file download for successful GET /p/<project_id>/tests.xls requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0187,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/tests.rs (get_tests_xls)
RM-UI-0188 GET /p/<project_id>/categories route shall exist,The system shall expose the GET /p/<project_id>/categories route. Acceptance: authorized requests to /p/<project_id>/categories using HTTP GET do not return HTTP 404.,RM-UI-0188,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (show_categories)
RM-UI-0189 GET /p/<project_id>/categories shall require project membership,The system shall restrict GET /p/<project_id>/categories to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0189,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (show_categories); src/auth/guards.rs (ProjectAccess)
RM-UI-0190 GET /p/<project_id>/categories shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/categories requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0190,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (show_categories)
RM-UI-0191 GET /p/<project_id>/categories/new route shall exist,The system shall expose the GET /p/<project_id>/categories/new route. Acceptance: authorized requests to /p/<project_id>/categories/new using HTTP GET do not return HTTP 404.,RM-UI-0191,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (new_category)
RM-UI-0192 GET /p/<project_id>/categories/new shall require project membership,The system shall restrict GET /p/<project_id>/categories/new to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0192,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (new_category); src/auth/guards.rs (ProjectAccess)
RM-UI-0193 GET /p/<project_id>/categories/new shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/categories/new requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0193,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (new_category)
RM-UI-0194 POST /p/<project_id>/categories/new route shall exist,The system shall expose the POST /p/<project_id>/categories/new route. Acceptance: authorized requests to /p/<project_id>/categories/new using HTTP POST do not return HTTP 404.,RM-UI-0194,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (post_category)
RM-UI-0195 POST /p/<project_id>/categories/new shall require project membership,The system shall restrict POST /p/<project_id>/categories/new to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0195,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (post_category); src/auth/guards.rs (ProjectAccess)
RM-UI-0196 POST /p/<project_id>/categories/new shall return a redirect response,The system shall return a redirect response for successful POST /p/<project_id>/categories/new requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0196,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (post_category)
RM-UI-0197 GET /p/<project_id>/categories/edit/<category_id> route shall exist,The system shall expose the GET /p/<project_id>/categories/edit/<category_id> route. Acceptance: authorized requests to /p/<project_id>/categories/edit/<category_id> using HTTP GET do not return HTTP 404.,RM-UI-0197,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (get_edit_category)
RM-UI-0198 GET /p/<project_id>/categories/edit/<category_id> shall require project membership,The system shall restrict GET /p/<project_id>/categories/edit/<category_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0198,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (get_edit_category); src/auth/guards.rs (ProjectAccess)
RM-UI-0199 GET /p/<project_id>/categories/edit/<category_id> shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/categories/edit/<category_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0199,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (get_edit_category)
RM-UI-0200 POST /p/<project_id>/categories/edit/<category_id> route shall exist,The system shall expose the POST /p/<project_id>/categories/edit/<category_id> route. Acceptance: authorized requests to /p/<project_id>/categories/edit/<category_id> using HTTP POST do not return HTTP 404.,RM-UI-0200,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (post_edit_category)
RM-UI-0201 POST /p/<project_id>/categories/edit/<category_id> shall require project membership,The system shall restrict POST /p/<project_id>/categories/edit/<category_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0201,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (post_edit_category); src/auth/guards.rs (ProjectAccess)
RM-UI-0202 POST /p/<project_id>/categories/edit/<category_id> shall return a redirect response,The system shall return a redirect response for successful POST /p/<project_id>/categories/edit/<category_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0202,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (post_edit_category)
RM-UI-0203 DELETE /p/<project_id>/categories/delete/<category_id> route shall exist,The system shall expose the DELETE /p/<project_id>/categories/delete/<category_id> route. Acceptance: authorized requests to /p/<project_id>/categories/delete/<category_id> using HTTP DELETE do not return HTTP 404.,RM-UI-0203,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (delete_category_route)
RM-UI-0204 DELETE /p/<project_id>/categories/delete/<category_id> shall require project membership,The system shall restrict DELETE /p/<project_id>/categories/delete/<category_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0204,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (delete_category_route); src/auth/guards.rs (ProjectAccess)
RM-UI-0205 DELETE /p/<project_id>/categories/delete/<category_id> shall return an HTTP status response,The system shall return an HTTP status response for successful DELETE /p/<project_id>/categories/delete/<category_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0205,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/categories.rs (delete_category_route)
RM-UI-0206 GET /p/<project_id>/applicability route shall exist,The system shall expose the GET /p/<project_id>/applicability route. Acceptance: authorized requests to /p/<project_id>/applicability using HTTP GET do not return HTTP 404.,RM-UI-0206,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (show_applicability)
RM-UI-0207 GET /p/<project_id>/applicability shall require project membership,The system shall restrict GET /p/<project_id>/applicability to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0207,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (show_applicability); src/auth/guards.rs (ProjectAccess)
RM-UI-0208 GET /p/<project_id>/applicability shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/applicability requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0208,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (show_applicability)
RM-UI-0209 GET /p/<project_id>/applicability/new route shall exist,The system shall expose the GET /p/<project_id>/applicability/new route. Acceptance: authorized requests to /p/<project_id>/applicability/new using HTTP GET do not return HTTP 404.,RM-UI-0209,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (new_applicability)
RM-UI-0210 GET /p/<project_id>/applicability/new shall require project membership,The system shall restrict GET /p/<project_id>/applicability/new to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0210,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (new_applicability); src/auth/guards.rs (ProjectAccess)
RM-UI-0211 GET /p/<project_id>/applicability/new shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/applicability/new requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0211,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (new_applicability)
RM-UI-0212 POST /p/<project_id>/applicability/new route shall exist,The system shall expose the POST /p/<project_id>/applicability/new route. Acceptance: authorized requests to /p/<project_id>/applicability/new using HTTP POST do not return HTTP 404.,RM-UI-0212,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (post_applicability)
RM-UI-0213 POST /p/<project_id>/applicability/new shall require project membership,The system shall restrict POST /p/<project_id>/applicability/new to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0213,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (post_applicability); src/auth/guards.rs (ProjectAccess)
RM-UI-0214 POST /p/<project_id>/applicability/new shall return a redirect response,The system shall return a redirect response for successful POST /p/<project_id>/applicability/new requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0214,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (post_applicability)
RM-UI-0215 GET /p/<project_id>/applicability/edit/<applicability_id> route shall exist,The system shall expose the GET /p/<project_id>/applicability/edit/<applicability_id> route. Acceptance: authorized requests to /p/<project_id>/applicability/edit/<applicability_id> using HTTP GET do not return HTTP 404.,RM-UI-0215,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (get_edit_applicability)
RM-UI-0216 GET /p/<project_id>/applicability/edit/<applicability_id> shall require project membership,The system shall restrict GET /p/<project_id>/applicability/edit/<applicability_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0216,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (get_edit_applicability); src/auth/guards.rs (ProjectAccess)
RM-UI-0217 GET /p/<project_id>/applicability/edit/<applicability_id> shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/applicability/edit/<applicability_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0217,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (get_edit_applicability)
RM-UI-0218 POST /p/<project_id>/applicability/edit/<applicability_id> route shall exist,The system shall expose the POST /p/<project_id>/applicability/edit/<applicability_id> route. Acceptance: authorized requests to /p/<project_id>/applicability/edit/<applicability_id> using HTTP POST do not return HTTP 404.,RM-UI-0218,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (post_edit_applicability)
RM-UI-0219 POST /p/<project_id>/applicability/edit/<applicability_id> shall require project membership,The system shall restrict POST /p/<project_id>/applicability/edit/<applicability_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0219,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (post_edit_applicability); src/auth/guards.rs (ProjectAccess)
RM-UI-0220 POST /p/<project_id>/applicability/edit/<applicability_id> shall return a redirect response,The system shall return a redirect response for successful POST /p/<project_id>/applicability/edit/<applicability_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0220,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (post_edit_applicability)
RM-UI-0221 DELETE /p/<project_id>/applicability/delete/<applicability_id> route shall exist,The system shall expose the DELETE /p/<project_id>/applicability/delete/<applicability_id> route. Acceptance: authorized requests to /p/<project_id>/applicability/delete/<applicability_id> using HTTP DELETE do not return HTTP 404.,RM-UI-0221,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (delete_applicability_route)
RM-UI-0222 DELETE /p/<project_id>/applicability/delete/<applicability_id> shall require project membership,The system shall restrict DELETE /p/<project_id>/applicability/delete/<applicability_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0222,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (delete_applicability_route); src/auth/guards.rs (ProjectAccess)
RM-UI-0223 DELETE /p/<project_id>/applicability/delete/<applicability_id> shall return an HTTP status response,The system shall return an HTTP status response for successful DELETE /p/<project_id>/applicability/delete/<applicability_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0223,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/applicability.rs (delete_applicability_route)
RM-UI-0224 GET /p/<project_id>/members route shall exist,The system shall expose the GET /p/<project_id>/members route. Acceptance: authorized requests to /p/<project_id>/members using HTTP GET do not return HTTP 404.,RM-UI-0224,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/members.rs (show_project_members)
RM-UI-0225 GET /p/<project_id>/members shall require project membership,The system shall restrict GET /p/<project_id>/members to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0225,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/members.rs (show_project_members); src/auth/guards.rs (ProjectAccess)
